ID Obra,Ano Início Obra,Data Início,Ano Fim Obra,Data Fim,UF,Município,Latitude,Longitude,Execução Física,Execução Financeira,Investimento Total,Modalidade,Tipo de Instrumento,Tipo,Subtipo,CNPJ Executor,Funcional Programática,Emenda,Plurianual Prioritário,PróBrasil,Restos a Pagar,Valor Conclusão,Valor Empenhado,Valor Repasse,Valor Desembolsado,Motivo Paralisação,Causa Paralisação,Justificativa Tratativa,Data Previsão Retomada,Data Criação,Data Atualização
302055,2009,2009-09-09 00:00:00,2011,2011-01-24 00:00:00,CE,HIDROLANDIA/CE,-4.408474,-40.406547,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5973046.85,7081912.64,0.0,-,-,-,-,28/01/2023,09/02/2023
302056,2009,2009-09-17 00:00:00,2011,2011-07-23 00:00:00,CE,ICO/CE,-6.400399,-38.857595,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5842540.02,7058002.13,0.0,-,-,-,-,28/01/2023,09/02/2023
302057,2010,2010-02-11 00:00:00,2010,2010-09-11 00:00:00,CE,IGUATU/CE,-6.361934,-39.297223,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,352423.48,352423.48,0.0,-,-,-,-,28/01/2023,09/02/2023
302058,2009,2009-09-09 00:00:00,2011,2011-03-27 00:00:00,CE,IPU/CE,-4.323982,-40.709746,0.96,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5592230.64,7086114.16,0.0,-,-,-,-,28/01/2023,09/02/2023
302088,2009,2009-09-17 00:00:00,2011,2011-03-25 00:00:00,CE,ITAITINGA/CE,-3.965768,-38.529763,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5330607.37,7014527.73,0.0,-,-,-,-,28/01/2023,09/02/2023
302111,2009,2009-09-17 00:00:00,2011,2011-02-23 00:00:00,CE,BEBERIBE/CE,-4.181047,-38.12981,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5849391.79,7052728.33,0.0,-,-,-,-,28/01/2023,09/02/2023
302112,2009,2009-09-09 00:00:00,2011,2011-05-24 00:00:00,CE,AURORA/CE,30.443485,-84.47181,0.96,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5773909.93,7218122.36,0.0,-,-,-,-,28/01/2023,09/02/2023
302113,2010,2010-02-02 00:00:00,2011,2011-01-08 00:00:00,CE,BELA CRUZ/CE,-3.052913,-40.167582,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,326168.67,0.0,0.0,-,-,-,-,28/01/2023,09/02/2023
302114,2010,2010-01-11 00:00:00,2011,2011-03-11 00:00:00,CE,BOA VIAGEM/CE,-5.126188,-39.730005,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,675455.45,675455.45,0.0,-,-,-,-,28/01/2023,09/02/2023
302115,2010,2010-01-17 00:00:00,2010,2010-12-28 00:00:00,CE,CANINDE/CE,-4.354795,-39.310852,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,636029.28,636029.28,0.0,-,-,-,-,28/01/2023,09/02/2023
